m/z	i
5207.42 6461
5207.86 5469
5208.29 3051
5208.73 1734
5209.17 2693
5209.61 3287
5210.04 2670
5210.48 1875
5210.92 1433
5211.35 -450
5211.79 -2247
5212.23 -3014
5212.67 -3174
5213.10 -2953
5213.54 -3755
5213.98 -3499
5214.41 -2972
5214.85 -1312
5215.29 -1042
5215.73 -913
5216.16 -637
5216.60 -57
5217.04 509
5217.48 2066
5217.91 2682
5218.35 1988
5218.79 2657
5219.23 4606
5219.66 5122
5220.10 3334
5220.54 92
5220.97 -2309
5221.41 -3384
5221.85 -5433
5222.29 -5604
5222.73 -2981
5223.16 450
5223.60 3901
5224.04 4742
5224.48 5980
5224.91 6882
5225.35 6969
5225.79 5447
5226.23 3687
5226.66 2963
5227.10 3829
5227.54 3761
5227.98 2975
5228.42 871
5228.85 -1285
5229.29 -2039
5229.73 -3636
5230.17 -5780
5230.60 -8154
5231.04 -10355
5231.48 -10584
5231.92 -9622
5232.36 -8747
5232.79 -6754
5233.23 -3871
5233.67 -3593
5234.11 -3111
5234.55 -650
5234.99 2479
5235.42 3934
5235.86 5208
5236.30 5753
5236.74 7270
5237.18 9633
5237.61 10420
5238.05 9307
5238.49 8816
5238.93 9323
5239.37 9304
5239.81 7730
5240.24 6094
5240.68 6559
5241.12 7275
5241.56 7518
5242.00 8223
5242.44 7694
5242.87 6391
5243.31 5481
5243.75 5149
5244.19 6220
5244.63 9954
5245.07 12518
5245.51 11845
5245.94 10027
5246.38 8960
5246.82 8045
5247.26 7876
5247.70 8247
5248.14 7639
5248.58 6795
5249.01 6459
5249.45 5293
5249.89 4161
5250.33 4239
5250.77 6125
5251.21 7897
5251.65 8736
5252.09 8371
5252.52 9394
5252.96 8673
5253.40 6777
5253.84 4737
5254.28 3378
5254.72 3501
5255.16 2560
5255.60 2067
5256.04 2869
5256.47 3250
5256.91 4436
5257.35 7000
5257.79 10291
5258.23 13026
5258.67 15381
5259.11 17717
5259.55 19114
5259.99 17968
5260.43 16848
5260.87 15660
5261.31 12757
5261.74 9241
5262.18 7092
5262.62 4525
5263.06 1437
5263.50 -4261
5263.94 -9881
5264.38 -13080
5264.82 -14288
5265.26 -14501
5265.70 -14000
5266.14 -11725
5266.58 -9909
5267.02 -7833
5267.46 -3497
5267.90 1205
5268.33 4927
5268.77 6130
5269.21 7462
5269.65 7641
5270.09 7109
5270.53 5515
5270.97 5314
5271.41 6310
5271.85 6273
5272.29 6343
5272.73 8081
5273.17 9688
5273.61 9451
5274.05 7715
5274.49 7124
5274.93 8162
5275.37 8733
5275.81 8410
5276.25 8730
5276.69 8977
5277.13 9543
5277.57 12178
5278.01 14431
5278.45 14821
5278.89 13416
5279.33 10627
5279.77 8502
5280.21 6889
5280.65 7550
5281.09 6980
5281.53 6318
5281.97 7076
5282.41 7777
5282.85 8598
5283.29 10202
5283.73 10756
5284.17 10964
5284.61 11480
5285.05 12547
5285.49 12614
5285.93 12048
5286.37 12790
5286.81 14558
5287.25 15927
5287.69 17275
5288.13 18099
5288.57 16452
5289.01 14447
5289.45 11467
5289.89 8351
5290.33 6681
5290.77 4496
5291.21 3613
5291.65 1828
5292.10 431
5292.54 -355
5292.98 -1648
5293.42 -3071
5293.86 -3108
5294.30 -3187
5294.74 -3482
5295.18 -4941
5295.62 -6546
5296.06 -7923
5296.50 -6897
5296.94 -3977
5297.38 -813
5297.82 1638
5298.26 3009
5298.71 3342
5299.15 3761
5299.59 4208
5300.03 3509
5300.47 3360
5300.91 3813
5301.35 3808
5301.79 4774
5302.23 4407
5302.67 3423
5303.11 1630
5303.55 -111
5304.00 671
5304.44 2290
5304.88 2157
5305.32 2013
5305.76 500
5306.20 -580
5306.64 -2011
5307.08 -2270
5307.52 -514
5307.97 1210
5308.41 1092
5308.85 275
5309.29 -1684
5309.73 -2232
5310.17 -2610
5310.61 -1390
5311.05 1266
5311.50 3348
5311.94 4785
5312.38 5653
5312.82 5961
5313.26 5962
5313.70 6180
5314.14 6570
5314.59 8227
5315.03 9104
5315.47 8780
5315.91 8383
5316.35 7361
5316.79 4767
5317.23 1928
5317.68 1357
5318.12 3616
5318.56 5204
5319.00 5962
5319.44 7132
5319.88 8624
5320.33 12062
5320.77 15049
5321.21 16972
5321.65 17490
5322.09 16448
5322.53 15082
5322.98 14187
5323.42 12870
5323.86 10030
5324.30 7863
5324.74 5135
5325.19 2956
5325.63 2206
5326.07 1510
5326.51 372
5326.95 -1417
5327.39 -4567
5327.84 -5293
5328.28 -2858
5328.72 1061
5329.16 3289
5329.60 5560
5330.05 8195
5330.49 10595
5330.93 12055
5331.37 13270
5331.82 13481
5332.26 13450
5332.70 13705
5333.14 13706
5333.58 13178
5334.03 13312
5334.47 12388
5334.91 11058
5335.35 10231
5335.80 9320
5336.24 8624
5336.68 8960
5337.12 8694
5337.57 7841
5338.01 6959
5338.45 7340
5338.89 9223
5339.34 10577
5339.78 10346
5340.22 11462
5340.66 12966
5341.11 12238
5341.55 11555
5341.99 11844
5342.43 11368
5342.88 11653
5343.32 11305
5343.76 8723
5344.20 6787
5344.65 5187
5345.09 2936
5345.53 625
5345.97 -1321
5346.42 -2970
5346.86 -4190
5347.30 -3607
5347.75 -4305
5348.19 -4859
5348.63 -4648
5349.07 -4406
5349.52 -3883
5349.96 -4777
5350.40 -7445
5350.85 -7375
5351.29 -7786
5351.73 -9485
5352.17 -9526
5352.62 -8924
5353.06 -7995
5353.50 -5687
5353.95 -3063
5354.39 -1647
5354.83 496
5355.28 2702
5355.72 4617
5356.16 6366
5356.61 7830
5357.05 9689
5357.49 11290
5357.94 11760
5358.38 11463
5358.82 10445
5359.27 9805
5359.71 8004
5360.15 6466
5360.60 3475
5361.04 653
5361.48 328
5361.93 -1753
5362.37 -4268
5362.81 -6407
5363.26 -7682
5363.70 -7506
5364.14 -6972
5364.59 -6483
5365.03 -7585
5365.47 -6839
5365.92 -3687
5366.36 -1938
5366.80 456
5367.25 3358
5367.69 6651
5368.13 10287
5368.58 12890
5369.02 15959
5369.47 18718
5369.91 22840
5370.35 24213
5370.80 24305
5371.24 21787
5371.68 19164
5372.13 15810
5372.57 10798
5373.02 6342
5373.46 2815
5373.90 -1663
5374.35 -5554
5374.79 -8420
5375.24 -9187
5375.68 -8738
5376.12 -8020
5376.57 -7215
5377.01 -6305
5377.46 -2422
5377.90 1305
5378.34 4198
5378.79 7421
5379.23 9934
5379.68 12560
5380.12 14113
5380.57 14841
5381.01 13457
5381.45 12195
5381.90 11752
5382.34 11678
5382.79 11074
5383.23 10300
5383.67 11936
5384.12 13624
5384.56 14602
5385.01 16662
5385.45 20022
5385.90 22712
5386.34 23706
5386.79 23421
5387.23 25527
5387.67 27693
5388.12 28188
5388.56 25212
5389.01 23111
5389.45 23993
5389.90 25583
5390.34 26409
5390.79 25619
5391.23 25564
5391.68 25789
5392.12 25644
5392.56 24745
5393.01 22648
5393.45 21298
5393.90 21354
5394.34 21923
5394.79 21368
5395.23 19280
5395.68 17458
5396.12 16120
5396.57 13162
5397.01 9207
5397.46 6349
5397.90 4819
5398.35 1644
5398.79 -1119
5399.24 -3488
5399.68 -2340
5400.13 539
5400.57 2897
5401.02 4323
5401.46 6290
5401.91 9311
5402.35 10838
5402.80 12410
5403.24 14208
5403.69 16257
5404.13 18858
5404.58 20780
5405.02 19634
5405.47 17381
5405.91 15212
5406.36 13587
5406.80 10621
5407.25 7059
5407.69 4089
5408.14 1842
5408.59 789
5409.03 544
5409.48 315
5409.92 -1298
5410.37 -770
5410.81 662
5411.26 598
5411.70 561
5412.15 1662
5412.59 1904
5413.04 1837
5413.49 2935
5413.93 4305
5414.38 4177
5414.82 4234
5415.27 2113
5415.71 -1372
5416.16 -3540
5416.60 -3531
5417.05 -3084
5417.50 -2820
5417.94 -1910
5418.39 -623
5418.83 1096
5419.28 2458
5419.73 3303
5420.17 2118
5420.62 318
5421.06 570
5421.51 632
5421.95 -656
5422.40 -762
5422.85 -788
5423.29 -1302
5423.74 -1135
5424.18 -608
5424.63 143
5425.08 -848
5425.52 -1953
5425.97 -2079
5426.41 -1198
5426.86 708
5427.31 3169
5427.75 6957
5428.20 9362
5428.65 7749
5429.09 5708
5429.54 4612
5429.98 3635
5430.43 4388
5430.88 3733
5431.32 3182
5431.77 2883
5432.22 2992
5432.66 2702
5433.11 1720
5433.55 -575
5434.00 -2717
5434.45 -5046
5434.89 -7613
5435.34 -8814
5435.79 -10909
5436.23 -13094
5436.68 -12409
5437.13 -11378
5437.57 -9009
5438.02 -5746
5438.47 -3225
5438.91 -3689
5439.36 -4701
5439.81 -1947
5440.25 2666
5440.70 6611
5441.15 9097
5441.59 8792
5442.04 8253
5442.49 7615
5442.93 7923
5443.38 7805
5443.83 7863
5444.27 7214
5444.72 6862
5445.17 4005
5445.61 2190
5446.06 1910
5446.51 -679
5446.95 -1928
5447.40 -1160
5447.85 212
5448.29 34
5448.74 -2189
5449.19 -4755
5449.64 -6352
5450.08 -6832
5450.53 -8530
5450.98 -9933
5451.42 -11257
5451.87 -12278
5452.32 -12537
5452.77 -10520
5453.21 -7017
5453.66 -3337
5454.11 968
5454.55 6054
5455.00 10077
5455.45 12458
5455.90 13184
5456.34 16216
5456.79 18541
5457.24 20162
5457.69 21585
5458.13 22342
5458.58 21306
5459.03 18401
5459.48 15640
5459.92 14437
5460.37 14547
5460.82 13224
5461.27 10694
5461.71 8688
5462.16 6519
5462.61 5116
5463.06 4212
5463.50 3701
5463.95 3595
5464.40 3181
5464.85 3853
5465.29 5793
5465.74 7898
5466.19 9090
5466.64 11168
5467.08 14682
5467.53 17618
5467.98 20187
5468.43 19602
5468.88 19190
5469.32 17849
5469.77 17108
5470.22 16838
5470.67 18176
5471.12 19183
5471.56 17524
5472.01 16285
5472.46 14706
5472.91 13780
5473.36 12219
5473.80 10751
5474.25 9369
5474.70 9194
5475.15 9604
5475.60 9722
5476.04 8423
5476.49 7470
5476.94 6167
5477.39 6452
5477.84 6751
5478.28 4636
5478.73 1743
5479.18 -965
5479.63 -2970
5480.08 -3621
5480.53 -3199
5480.97 -2497
5481.42 174
5481.87 1984
5482.32 3244
5482.77 5386
5483.22 6565
5483.66 7184
5484.11 7330
5484.56 7911
5485.01 8410
5485.46 8975
5485.91 8968
5486.36 7955
5486.80 6857
5487.25 7300
5487.70 8019
5488.15 7663
5488.60 5623
5489.05 3305
5489.50 1576
5489.94 396
5490.39 64
5490.84 2708
5491.29 5423
5491.74 7096
5492.19 9228
5492.64 9794
5493.09 10436
5493.53 11457
5493.98 10976
5494.43 10157
5494.88 10089
5495.33 9532
5495.78 9399
5496.23 9438
5496.68 10557
5497.13 11754
5497.58 11810
5498.02 10606
5498.47 8910
5498.92 5722
5499.37 2698
5499.82 943
5500.27 -1010
5500.72 -1693
5501.17 -764
5501.62 -1008
5502.07 -2202
5502.52 -2460
5502.96 -1125
5503.41 958
5503.86 3094
5504.31 3655
5504.76 3633
5505.21 5048
5505.66 7139
5506.11 9089
5506.56 11202
5507.01 12163
5507.46 12619
5507.91 13056
5508.36 12376
5508.81 10548
5509.26 7842
5509.71 4546
5510.15 2745
5510.60 1502
5511.05 -773
5511.50 -2409
5511.95 -4066
5512.40 -4229
5512.85 -2554
5513.30 -877
5513.75 144
5514.20 2114
5514.65 4164
5515.10 4167
5515.55 4734
5516.00 6399
5516.45 7452
5516.90 7216
5517.35 5844
5517.80 3433
5518.25 1737
5518.70 1371
5519.15 917
5519.60 -140
5520.05 -1909
5520.50 -3213
5520.95 -3127
5521.40 -4226
5521.85 -3993
5522.30 -1224
5522.75 2432
5523.20 5720
5523.65 7815
5524.10 8950
5524.55 9934
5525.00 12294
5525.45 13107
5525.90 10869
5526.35 9575
5526.80 9367
5527.25 9012
5527.70 7725
5528.15 6339
5528.60 4873
5529.05 3685
5529.50 4228
5529.95 4730
5530.40 2884
5530.85 -346
5531.30 -3075
5531.75 -3524
5532.20 -4242
5532.65 -3894
5533.10 -3178
5533.56 -2753
5534.01 -3398
5534.46 -3154
5534.91 -3115
5535.36 -4900
5535.81 -6356
5536.26 -7326
5536.71 -8161
5537.16 -7759
5537.61 -5582
5538.06 -3461
5538.51 -3567
5538.96 -2505
5539.41 -1085
5539.86 774
5540.31 3685
5540.77 5114
5541.22 3576
5541.67 3880
5542.12 5519
5542.57 7798
5543.02 6055
5543.47 4037
5543.92 4684
5544.37 5527
5544.82 5245
5545.27 4050
5545.73 2516
5546.18 -165
5546.63 -2872
5547.08 -3385
5547.53 -3894
5547.98 -4159
5548.43 -2118
5548.88 -183
5549.33 856
5549.78 1545
5550.24 2440
5550.69 3660
5551.14 4258
5551.59 3052
5552.04 2340
5552.49 4329
5552.94 5105
5553.39 4734
5553.85 2731
5554.30 2771
5554.75 4657
5555.20 5176
5555.65 5036
5556.10 4232
5556.55 3034
5557.01 2204
5557.46 2617
5557.91 4233
5558.36 4676
5558.81 6220
5559.26 7349
5559.71 7444
5560.17 7522
5560.62 6577
5561.07 6741
5561.52 7725
5561.97 7578
5562.42 6047
5562.88 6363
5563.33 7063
5563.78 6670
5564.23 5876
5564.68 4962
5565.13 5061
5565.59 5295
5566.04 4816
5566.49 3353
5566.94 654
5567.39 -1493
5567.85 -1747
5568.30 -2265
5568.75 -5131
5569.20 -7572
5569.65 -7620
5570.11 -7552
5570.56 -5919
5571.01 -3442
5571.46 -934
5571.91 2325
5572.37 6522
5572.82 8715
5573.27 9207
5573.72 10121
5574.17 10417
5574.63 8709
5575.08 7178
5575.53 6003
5575.98 5445
5576.43 4459
5576.89 2420
5577.34 187
5577.79 -2108
5578.24 -4968
5578.70 -6837
5579.15 -8792
5579.60 -9929
5580.05 -7786
5580.51 -4291
5580.96 -2280
5581.41 -190
5581.86 3710
5582.32 7138
5582.77 8773
5583.22 9254
5583.67 10026
5584.13 11005
5584.58 10837
5585.03 10269
5585.48 9723
5585.94 9716
5586.39 8755
5586.84 9156
5587.29 9103
5587.75 6868
5588.20 4313
5588.65 207
5589.10 -3467
5589.56 -4320
5590.01 -5119
5590.46 -5474
5590.92 -5130
5591.37 -5606
5591.82 -6699
5592.27 -6656
5592.73 -5624
5593.18 -4809
5593.63 -3822
5594.09 -2290
5594.54 1058
5594.99 2912
5595.45 1864
5595.90 2729
5596.35 4299
5596.80 4301
5597.26 4752
5597.71 6152
5598.16 5649
5598.62 3120
5599.07 1168
5599.52 -1364
5599.98 -2559
5600.43 -2796
5600.88 -3762
5601.34 -5650
5601.79 -8931
5602.24 -9239
5602.70 -8181
5603.15 -6446
5603.60 -3241
5604.06 736
5604.51 4182
5604.96 6214
5605.42 7971
5605.87 11171
5606.32 10925
5606.78 12553
5607.23 14474
5607.68 14356
5608.14 13691
5608.59 12945
5609.04 12183
5609.50 11338
5609.95 10653
5610.40 9370
5610.86 8199
5611.31 6590
5611.77 3973
5612.22 1092
5612.67 -342
5613.13 1864
5613.58 3293
5614.03 3933
5614.49 3816
5614.94 4152
5615.40 4120
5615.85 2733
5616.30 1851
5616.76 1238
5617.21 1778
5617.66 4108
5618.12 7646
5618.57 9360
5619.03 11018
5619.48 14119
5619.93 17636
5620.39 19783
5620.84 19338
5621.30 17808
5621.75 17055
5622.21 16573
5622.66 17333
5623.11 16562
5623.57 15624
5624.02 13559
5624.48 11257
5624.93 9267
5625.38 7647
5625.84 8004
5626.29 9050
5626.75 10206
5627.20 11210
5627.66 13418
5628.11 17183
5628.56 21072
5629.02 23770
5629.47 23470
5629.93 23293
5630.38 24004
5630.84 24415
5631.29 22082
5631.75 19058
5632.20 17554
5632.65 16873
5633.11 16029
5633.56 13649
5634.02 9292
5634.47 6077
5634.93 2894
5635.38 224
5635.84 -880
5636.29 -383
5636.75 953
5637.20 2425
5637.66 2747
5638.11 2761
5638.56 4654
5639.02 6614
5639.47 7684
5639.93 7649
5640.38 7970
5640.84 9027
5641.29 9064
5641.75 7809
5642.20 5543
5642.66 3913
5643.11 2325
5643.57 775
5644.02 -230
5644.48 -2902
5644.93 -3174
5645.39 -2479
5645.84 -2952
5646.30 -3413
5646.75 -2825
5647.21 -1917
5647.66 -237
5648.12 755
5648.57 2284
5649.03 4823
5649.48 7473
5649.94 10592
5650.39 12081
5650.85 13634
5651.31 15511
5651.76 16896
5652.22 19457
5652.67 21717
5653.13 22496
5653.58 22549
5654.04 22177
5654.49 22347
5654.95 22231
5655.40 21903
5655.86 22609
5656.31 20937
5656.77 17868
5657.23 15874
5657.68 13826
5658.14 12327
5658.59 11340
5659.05 9374
5659.50 6900
5659.96 4397
5660.41 2861
5660.87 3737
5661.33 3386
5661.78 5366
5662.24 7249
5662.69 8645
5663.15 9573
5663.60 7583
5664.06 4277
5664.52 2148
5664.97 1373
5665.43 1244
5665.88 464
5666.34 286
5666.80 851
5667.25 1023
5667.71 752
5668.16 91
5668.62 21
5669.07 437
5669.53 1530
5669.99 1991
5670.44 2839
5670.90 4961
5671.36 6521
5671.81 7600
5672.27 6671
5672.72 6529
5673.18 5486
5673.64 4482
5674.09 4784
5674.55 5696
5675.00 6398
5675.46 8477
5675.92 10380
5676.37 11484
5676.83 12630
5677.29 13639
5677.74 14276
5678.20 13486
5678.65 11229
5679.11 7975
5679.57 6540
5680.02 6172
5680.48 5885
5680.94 3153
5681.39 1491
5681.85 -340
5682.31 -4045
5682.76 -7991
5683.22 -10923
5683.68 -12175
5684.13 -12962
5684.59 -11185
5685.05 -7665
5685.50 -5764
5685.96 -4671
5686.42 -3678
5686.87 -2957
5687.33 -925
5687.79 1711
5688.24 3686
5688.70 4657
5689.16 4913
5689.61 5533
5690.07 6199
5690.53 7789
5690.98 9739
5691.44 10502
5691.90 8592
5692.35 7155
5692.81 4484
5693.27 2456
5693.73 1742
5694.18 2287
5694.64 2398
5695.10 2554
5695.55 2371
5696.01 1294
5696.47 -953
5696.92 -1841
5697.38 -1158
5697.84 230
5698.30 2149
5698.75 3392
5699.21 3896
5699.67 4538
5700.13 5192
5700.58 6494
5701.04 6482
5701.50 5390
5701.95 4238
5702.41 1703
5702.87 -3033
5703.33 -5966
5703.78 -7589
5704.24 -6949
5704.70 -6103
5705.16 -5974
5705.61 -7167
5706.07 -6938
5706.53 -6558
5706.99 -5008
5707.44 -2281
5707.90 10
5708.36 1686
5708.82 2671
5709.27 3875
5709.73 5093
5710.19 6310
5710.65 7865
5711.10 7392
5711.56 8074
5712.02 7573
5712.48 7769
5712.94 8713
5713.39 8050
5713.85 5763
5714.31 4254
5714.77 2659
5715.22 3246
5715.68 3984
5716.14 3511
5716.60 3433
5717.06 4791
5717.51 4901
5717.97 5158
5718.43 5090
5718.89 3329
5719.35 1271
5719.80 588
5720.26 494
5720.72 1590
5721.18 3076
5721.64 5827
5722.09 7820
5722.55 10967
5723.01 12835
5723.47 14908
5723.93 14494
5724.39 11344
5724.84 8556
5725.30 8508
5725.76 9856
5726.22 11883
5726.68 11709
5727.13 10466
5727.59 8238
5728.05 6320
5728.51 4189
5728.97 2618
5729.43 717
5729.89 -237
5730.34 -702
5730.80 -600
5731.26 -72
5731.72 501
5732.18 1440
5732.64 2533
5733.09 1707
5733.55 -154
5734.01 -1834
5734.47 -3025
5734.93 -2989
5735.39 -1156
5735.85 2436
5736.31 6691
5736.76 9757
5737.22 12350
5737.68 15524
5738.14 17741
5738.60 18828
5739.06 19490
5739.52 20803
5739.98 22882
5740.43 24652
5740.89 25288
5741.35 24444
5741.81 22176
5742.27 18936
5742.73 16795
5743.19 14460
5743.65 10392
5744.11 7408
5744.56 5087
5745.02 4308
5745.48 3930
5745.94 4216
5746.40 5114
5746.86 5968
5747.32 6480
5747.78 7610
5748.24 9464
5748.70 10920
5749.16 10294
5749.62 8984
5750.07 9019
5750.53 10403
5750.99 10529
5751.45 10124
5751.91 9469
5752.37 8989
5752.83 8811
5753.29 7664
5753.75 6943
5754.21 6433
5754.67 6576
5755.13 7285
5755.59 6534
5756.05 5292
5756.51 3512
5756.97 1664
5757.43 1740
5757.88 1318
5758.34 851
5758.80 505
5759.26 -108
5759.72 -1243
5760.18 -1832
5760.64 -1414
5761.10 1183
5761.56 2609
5762.02 3619
5762.48 6770
5762.94 10431
5763.40 13929
5763.86 16334
5764.32 16925
5764.78 17357
5765.24 17239
5765.70 16961
5766.16 16016
5766.62 15028
5767.08 15112
5767.54 15662
5768.00 17019
5768.46 18678
5768.92 19445
5769.38 18870
5769.84 17778
5770.30 16116
5770.76 15412
5771.22 15868
5771.68 15770
5772.14 15110
5772.60 13312
5773.06 12139
5773.52 10936
5773.98 8998
5774.44 6168
5774.90 2264
5775.36 160
5775.82 -1037
5776.28 -2295
5776.74 -1177
5777.20 445
5777.66 2513
5778.12 5126
5778.58 6362
5779.04 7195
5779.50 6863
5779.97 6268
5780.43 5599
5780.89 4996
5781.35 4081
5781.81 4493
5782.27 3724
5782.73 1291
5783.19 -137
5783.65 -721
5784.11 -2320
5784.57 -4658
5785.03 -4958
5785.49 -5523
5785.95 -6167
5786.41 -5987
5786.87 -5974
5787.33 -5938
5787.80 -4835
5788.26 -3547
5788.72 -2144
5789.18 -1839
5789.64 -2365
5790.10 -1677
5790.56 -620
5791.02 756
5791.48 2850
5791.94 4495
5792.40 6056
5792.87 7588
5793.33 8356
5793.79 9907
5794.25 11001
5794.71 10635
5795.17 9574
5795.63 8615
5796.09 8039
5796.55 6484
5797.01 3617
5797.48 439
5797.94 -1335
5798.40 -2003
5798.86 -1904
5799.32 -2262
5799.78 -2818
5800.24 -3922
5800.70 -4365
5801.17 -3846
5801.63 -2420
5802.09 -1692
5802.55 -1323
5803.01 -1435
5803.47 -1468
5803.93 -802
5804.39 125
5804.86 1559
5805.32 2719
5805.78 3354
5806.24 4385
5806.70 5412
5807.16 6602
5807.63 7253
5808.09 6924
5808.55 7927
5809.01 10072
5809.47 11197
5809.93 10519
5810.40 8923
5810.86 7416
5811.32 6929
5811.78 7300
5812.24 7612
5812.70 8374
5813.17 7504
5813.63 6118
5814.09 4088
5814.55 3531
5815.01 3664
5815.47 4332
5815.94 6338
5816.40 7957
5816.86 8633
5817.32 10848
5817.78 13025
5818.25 13678
5818.71 15868
5819.17 19026
5819.63 21677
5820.09 23388
5820.56 23405
5821.02 24463
5821.48 25715
5821.94 26788
5822.40 27557
5822.87 25575
5823.33 23967
5823.79 22321
5824.25 19076
5824.72 14128
5825.18 8919
5825.64 5436
5826.10 2529
5826.56 -174
5827.03 -3854
5827.49 -8698
5827.95 -12017
5828.41 -13510
5828.88 -15719
5829.34 -17704
5829.80 -16889
5830.26 -15747
5830.73 -14204
5831.19 -11277
5831.65 -7969
5832.11 -4735
5832.58 -2255
5833.04 109
5833.50 1942
5833.96 3516
5834.43 5515
5834.89 6884
5835.35 8078
5835.81 8634
5836.28 9468
5836.74 11056
5837.20 12711
5837.67 14099
5838.13 13881
5838.59 14216
5839.05 15769
5839.52 17381
5839.98 17590
5840.44 17801
5840.91 18624
5841.37 20027
5841.83 20639
5842.29 21259
5842.76 20687
5843.22 19039
5843.68 17736
5844.15 14784
5844.61 9897
5845.07 5365
5845.54 2204
5846.00 1480
5846.46 770
5846.92 -589
5847.39 -2726
5847.85 -3973
5848.31 -4523
5848.78 -4086
5849.24 -4596
5849.70 -4260
5850.17 -2479
5850.63 -1500
5851.09 -1663
5851.56 -1580
5852.02 -334
5852.48 1314
5852.95 2916
5853.41 4388
5853.87 4635
5854.34 5036
5854.80 5570
5855.26 5698
5855.73 6216
5856.19 7442
5856.65 8499
5857.12 8756
5857.58 6721
5858.04 3092
5858.51 2003
5858.97 1987
5859.44 1447
5859.90 1157
5860.36 1397
5860.83 2801
5861.29 3678
5861.75 3684
5862.22 4881
5862.68 7342
5863.14 11049
5863.61 13931
5864.07 15597
5864.54 16935
5865.00 18008
5865.46 19913
5865.93 20427
5866.39 19800
5866.86 18258
5867.32 15042
5867.78 12218
5868.25 9474
5868.71 5713
5869.18 2466
5869.64 1102
5870.10 -1651
5870.57 -4408
5871.03 -4186
5871.50 -2190
5871.96 1
5872.42 1460
5872.89 4569
5873.35 7374
5873.82 8248
5874.28 9320
5874.74 10380
5875.21 11021
5875.67 12985
5876.14 13851
5876.60 12898
5877.07 10119
5877.53 8017
5877.99 6459
5878.46 4504
5878.92 2494
5879.39 -4
5879.85 -1933
5880.32 -3092
5880.78 -3811
5881.25 -4534
5881.71 -5835
5882.17 -4885
5882.64 -3946
5883.10 -3955
5883.57 -1520
5884.03 252
5884.50 -379
5884.96 340
5885.43 2475
5885.89 5043
5886.36 6542
5886.82 6886
5887.29 3641
5887.75 171
5888.22 -184
5888.68 482
5889.14 1178
5889.61 2056
5890.07 3154
5890.54 4421
5891.00 5201
5891.47 4356
5891.93 1268
5892.40 -3017
5892.86 -5209
5893.33 -5049
5893.79 -3922
5894.26 -1676
5894.72 974
5895.19 1144
5895.65 -16
5896.12 12
5896.58 -409
5897.05 -581
5897.51 -1247
5897.98 -1589
5898.44 -1815
5898.91 -545
5899.37 1817
5899.84 3562
5900.31 5470
5900.77 7659
5901.24 8481
5901.70 7730
5902.17 6378
5902.63 5009
5903.10 3455
5903.56 3096
5904.03 3911
5904.49 4991
5904.96 7632
5905.42 9780
5905.89 10524
5906.35 10499
5906.82 9382
5907.29 8786
5907.75 9147
5908.22 9773
5908.68 10180
5909.15 11027
5909.61 12394
5910.08 13181
5910.54 13950
5911.01 14544
5911.48 15291
5911.94 15095
5912.41 13505
5912.87 12285
5913.34 10946
5913.80 8256
5914.27 5224
5914.74 2279
5915.20 -86
5915.67 -1638
5916.13 -2575
5916.60 -2772
5917.07 -3624
5917.53 -4618
5918.00 -6005
5918.46 -7205
5918.93 -7946
5919.40 -8147
5919.86 -7427
5920.33 -4379
5920.79 -466
5921.26 1508
5921.73 2506
5922.19 3425
5922.66 4669
5923.12 4805
5923.59 4296
5924.06 4896
5924.52 5605
5924.99 6313
5925.45 6856
5925.92 7661
5926.39 7545
5926.85 7063
5927.32 7828
5927.79 8758
5928.25 8787
5928.72 8240
5929.19 8667
5929.65 9143
5930.12 9083
5930.58 7949
5931.05 6894
5931.52 7382
5931.98 7848
5932.45 7244
5932.92 6730
5933.38 6685
5933.85 6221
5934.32 5915
5934.78 6987
5935.25 8260
5935.72 8043
5936.18 7883
5936.65 7668
5937.12 8762
5937.58 8843
5938.05 10176
5938.52 12697
5938.98 13693
5939.45 15809
5939.92 18743
5940.38 22604
5940.85 24329
5941.32 23627
5941.78 22222
5942.25 22417
5942.72 23929
5943.19 23283
5943.65 20526
5944.12 18191
5944.59 15493
5945.05 11704
5945.52 8961
5945.99 6399
5946.45 1761
5946.92 -2198
5947.39 -4142
5947.86 -5477
5948.32 -5909
5948.79 -6394
5949.26 -7166
5949.72 -7358
5950.19 -8477
5950.66 -7775
5951.13 -6203
5951.59 -5693
5952.06 -5108
5952.53 -4892
5952.99 -3570
5953.46 -1131
5953.93 429
5954.40 222
5954.86 368
5955.33 830
5955.80 254
5956.27 -674
5956.73 -75
5957.20 421
5957.67 1116
5958.14 2944
5958.60 3601
5959.07 4615
5959.54 5568
5960.01 5963
5960.47 5326
5960.94 3971
5961.41 2057
5961.88 1512
5962.34 956
5962.81 -273
5963.28 -952
5963.75 -2458
5964.22 -3364
5964.68 -4057
5965.15 -4459
5965.62 -5679
5966.09 -6579
5966.55 -7890
5967.02 -9353
5967.49 -11069
5967.96 -10009
5968.43 -8073
5968.89 -5771
5969.36 -3707
5969.83 -2559
5970.30 -648
5970.77 1207
5971.23 3049
5971.70 5254
5972.17 7682
5972.64 9443
5973.11 11217
5973.57 12235
5974.04 12494
5974.51 13092
5974.98 13158
5975.45 12471
5975.92 11700
5976.38 10366
5976.85 7971
5977.32 7382
5977.79 6540
5978.26 4873
5978.73 2834
5979.19 3333
5979.66 3960
5980.13 3799
5980.60 3041
5981.07 2352
5981.54 1752
5982.00 1920
